customer_id,email,phone,age,registration_date,purchase_amount,status
2314,user2314@gmail.com,+79717552525,53,2023-02-24,41078,VIP
2315,user2315@gmail.com,+79791739697,62,2023-10-30,13374,Regular
2316,user2316@yandex.ru,+79293244526,50,2024-12-19,20381,Regular
2317,user2317@yandex.ru,,33,2025-03-14,39637,Regular
2318,@gmail.com,+79407545909,39,2025-08-21,27883,VIP
2319,@gmail.com,+79367371553,40,2024-02-11,20010,Regular
2320,,,57,2023-04-09,16044,Regular
2321,user2321@gmail.com,+79726957988,42,2024-05-24,19390,Premium
2322,user2322@gmail.com,,27,2024-01-08,28104,Regular
2323,user2323@gmail.com,+79840917097,60,2025-03-21,84,Regular
2324,user2324@yandex.ru,,43,2024-12-15,25673,Regular
2325,user2325@yandex.ru,+79562763139,43,2024-02-06,22053,VIP
2326,user2326@yandex.ru,+79501250731,24,2023-12-09,8511,Regular
2327,,+79074793368,26,2024-02-17,17511,Premium
2328,,,60,2023-09-26,35303,VIP
2329,user2329_invalid,+79684795675,-5,2025-05-08,4320,Regular
2330,user2330@gmail.com,+79295964888,63,2024-08-08,37077,VIP
2331,,,26,2023-09-23,32137,VIP
2332,user2332@yandex.ru,+79293614697,54,2025-04-15,47119,VIP
2333,,+79626760215,999,2025-02-26,43278,VIP
2334,user2334@gmail.com,+79477069709,44,2025-03-06,28715,Regular
2335,user2335@yandex.ru,+79965434147,33,2024-05-18,38419,Regular
2336,user2336@yandex.ru,,19,2024-02-06,10188,Regular
2337,user2337@gmail.com,+79014095186,19,2023-01-07,42353,VIP
2338,user2338@gmail.com,+79209482283,30,2025-06-19,30225,Premium
2339,user2339@gmail.com,+79806530269,21,2023-06-07,16221,Regular
2340,user2340@yandex.ru,,43,2024-08-14,20885,VIP
2341,user2341@gmail.com,+79898392257,62,2025-09-02,22679,VIP
2342,user2342@gmail.com,+79369923060,43,2025-03-21,30472,VIP
2343,user2343@yandex.ru,+79266625061,-5,2023-09-21,22842,VIP
2344,user2344@gmail.com,+79293169332,51,2024-11-03,10501,Premium
2345,user2345@gmail.com,+79112645444,25,2024-04-14,47686,Premium
2346,user2346@gmail.com,,27,2025-08-30,48699,VIP
2347,user2347@gmail.com,+79922191188,50,2023-06-19,37451,Premium
2348,user2348@gmail.com,+79522351595,30,2024-11-03,16520,Regular
2349,user2349@yandex.ru,+79788753246,60,2025-08-29,3730,Regular
2350,user2350@yandex.ru,+79917869288,32,2026-05-30,13754,Premium
2351,,+79512194051,24,2025-01-23,6462,Premium
2352,user2352@gmail.com,+79981652220,48,2025-07-09,47325,Premium
2353,user2353@yandex.ru,+79210354135,48,2025-06-24,33939,Regular
2354,user2354@gmail.com,,62,2024-05-20,46170,Regular
2355,user2355@yandex.ru,+79518487045,38,2025-03-30,38398,Regular
2356,user2356@gmail.com,+79331215671,55,2023-09-13,44839,Premium
2357,user2357@,+79963420915,28,2025-02-14,28093,Premium
2358,user2358@gmail.com,+79625994099,999,2025-06-27,48523,VIP
2359,user2359@gmail.com,+79865697260,25,2023-03-09,27361,Regular
2360,user2360@yandex.ru,,25,2024-05-28,-4703,Regular
2361,user2361@gmail.com,+79575882717,29,2025-09-05,9180,Premium
2362,user2362@yandex.ru,+79021250483,37,2023-07-24,20656,Regular
2363,user2363@yandex.ru,,33,2025-08-01,37851,Regular
2364,user2364@yandex.ru,+79283810227,19,2024-10-07,34764,Premium
2365,user2365@yandex.ru,,46,2023-01-21,13166,Premium
2366,user2366@gmail.com,+79335971851,28,2024-01-24,-835,Regular
2367,user2367@yandex.ru,+79394665033,56,2023-11-08,14432,Premium
1650,user2368@gmail.com,+79348672769,-5,2025-04-18,40245,Regular
2369,user2369@gmail.com,,999,2024-07-15,21873,VIP
2370,,+79393841363,37,2025-08-22,8324,Regular
2371,user2371@gmail.com,,55,2023-06-18,39884,Premium
2372,user2372@yandex.ru,,50,2024-09-29,4138,Regular
2373,user2373@yandex.ru,+79311866420,55,2024-11-21,47049,Premium
2374,user2374@yandex.ru,,58,2024-02-18,20402,Regular
2375,user2375@gmail.com,+79411950894,62,2024-06-05,32379,VIP
2376,user2376@yandex.ru,,50,2024-12-13,14223,Premium
452,user2377@gmail.com,+79696858739,52,2025-06-28,15588,Regular
2378,user2378@gmail.com,,59,2025-07-22,3515,Regular
2379,user2379@yandex.ru,+79450183723,55,2023-09-04,-1801,Regular
2380,,+79786990666,51,2026-02-23,2025,Regular
2381,user2381@yandex.ru,,45,2023-02-03,41920,Premium
2382,@gmail.com,+79883472874,43,2023-11-16,8186,Premium
2383,user2383@gmail.com,+79686890006,45,2023-08-09,10747,Regular
2384,user2384@yandex.ru,,30,2025-11-21,18123,Premium
2385,user2385@yandex.ru,+79334625924,34,2025-08-08,-1945,Regular
2386,user2386@yandex.ru,+79571094226,58,2025-03-26,25497,Regular
2387,user2387@gmail.com,+79715641945,20,2024-01-12,26703,VIP
2388,user2388@yandex.ru,+79374889545,56,2024-08-23,44420,Premium
2389,user2389@yandex.ru,+79980406284,63,2026-01-22,7075,Premium
2390,user2390@gmail.com,+79289411959,44,2024-12-26,42472,Regular
2391,user2391@gmail.com,,27,2023-03-28,24807,Regular
2392,user2392@gmail.com,+79036700134,59,2023-09-27,40295,VIP
2393,user2393@yandex.ru,+79102369372,41,2024-03-10,12022,Premium
2394,user2394@yandex.ru,,52,2023-12-18,33089,Regular
2395,user2395@yandex.ru,+79233515753,53,2025-10-30,42542,VIP
2396,user2396@yandex.ru,+79597075307,37,2023-06-02,49729,VIP
2397,user2397@gmail.com,,34,2024-03-21,42244,Regular
2398,user2398@yandex.ru,,55,2025-08-23,25279,VIP
2399,user2399@yandex.ru,+79157589539,39,2023-08-08,46084,Premium
2400,user2400@yandex.ru,+79313011934,21,2025-02-27,17077,Premium
2401,user2401@yandex.ru,+79761375070,48,2025-08-27,27087,Premium
2402,user2402@yandex.ru,+79996772072,60,2025-08-23,35302,VIP
2403,user2403@gmail.com,+79858320270,52,2025-03-01,22113,Premium
2404,user2404@gmail.com,+79523182335,-5,2024-10-11,12920,Premium
2405,user2405@yandex.ru,+79510797022,39,2022-12-19,20694,Premium
2406,user2406@yandex.ru,+79984683956,52,2024-02-11,5399,Regular
2407,@gmail.com,+79054491335,49,2024-09-11,2144,Regular
2408,user2408@gmail.com,+79634268921,37,2025-03-30,22672,VIP
2409,user2409@yandex.ru,+79836706242,50,2024-07-03,16996,Premium
2410,user2410_invalid,,40,2024-01-08,37220,Regular
2411,user2411@gmail.com,+79495871829,61,2022-12-30,16609,Regular
2412,user2412@gmail.com,,28,2025-02-10,26403,Premium
2413,user2413@gmail.com,+79321636916,999,2023-12-22,23736,Premium
2414,user2414@yandex.ru,+79847014522,49,2024-09-08,33748,VIP
2415,user2415@gmail.com,+79126454650,42,2024-11-12,15018,Premium
2416,user2416@yandex.ru,+79079784066,50,2024-03-21,21413,VIP
2417,user2417@gmail.com,+79248441625,22,2025-03-15,19112,Premium
2418,user2418@yandex.ru,+79856265003,57,2023-01-08,-7043,Regular
2419,user2419@gmail.com,,62,2023-10-12,23484,VIP
2420,user2420@yandex.ru,+79503703824,39,2023-01-26,5670,Premium
2421,user2421@yandex.ru,,61,2023-01-05,17048,Premium
2422,user2422@yandex.ru,+79678897790,999,2024-02-26,45078,Regular
2423,user2423@gmail.com,+79733200325,35,2023-04-29,16951,Regular
2424,,+79907792016,21,2025-05-08,18036,Regular
2425,user2425@gmail.com,+79257399233,64,2023-07-11,21181,Premium
2426,user2426@yandex.ru,+79387157053,31,2023-02-19,11877,Regular
2427,user2427@gmail.com,,22,2023-10-07,32786,VIP
2428,user2428@yandex.ru,,52,2024-11-21,39612,Premium
2429,user2429@gmail.com,+79988445022,34,2025-02-24,5699,Regular
2430,user2430@yandex.ru,+79295975565,33,2025-02-01,30398,VIP
2431,user2431@yandex.ru,,999,2024-12-09,43686,VIP
2432,user2432@gmail.com,+79590556066,62,2024-11-28,-8957,Regular
2433,user2433@yandex.ru,+79967810674,52,2025-02-05,43038,Regular
2434,user2434@yandex.ru,+79263683968,23,2025-06-22,-434,Regular
2435,user2435@yandex.ru,+79318921628,999,2024-06-10,19970,Premium
2436,user2436@gmail.com,+79261178086,21,2024-06-06,46076,Regular
2437,user2437@yandex.ru,,40,2024-11-05,29246,Regular
2438,,+79808256068,61,2025-08-22,38665,Regular
2439,user2439@yandex.ru,+79592916090,43,2024-01-23,18774,Premium
2440,,+79318177467,52,2023-03-01,16679,Regular
2441,user2441@yandex.ru,+79025009717,64,2023-10-03,45813,VIP
2442,user2442@gmail.com,+79792894081,43,2023-07-04,49210,Regular
2443,user2443@yandex.ru,+79168722118,31,2023-04-20,1196,Regular
2444,user2444@gmail.com,+79168128699,20,2023-01-18,310,Regular
2445,user2445@gmail.com,+79967180090,55,2023-01-22,43305,Regular
2446,user2446@gmail.com,+79859439097,39,2023-01-01,18851,Regular
2447,user2447@gmail.com,+79225640129,27,2024-10-18,36549,Premium
2448,user2448@gmail.com,+79924697351,63,2026-04-25,1787,Regular
2449,user2449@gmail.com,,61,2023-11-28,22114,VIP
2450,user2450@yandex.ru,+79796836737,61,2023-06-22,10169,Premium
2451,user2451@gmail.com,+79897981323,47,2025-12-08,16642,Regular
2452,user2452@yandex.ru,+79875032349,47,2025-04-21,5911,Premium
2453,user2453@yandex.ru,+79912803848,18,2024-09-04,22169,Regular
2454,user2454@gmail.com,+79891036441,38,2024-03-14,37240,Regular
2455,user2455@gmail.com,+79758540405,46,2023-05-14,43706,VIP
2456,user2456_invalid,+79137096816,24,2023-02-20,19017,Regular
1256,user2457@gmail.com,+79933839401,54,2024-07-20,34281,Regular
2458,user2458@yandex.ru,+79566523082,40,2022-12-24,49127,VIP
2459,user2459@yandex.ru,,33,2023-12-15,3386,Regular
2460,user2460@gmail.com,+79256983878,41,2025-03-20,3162,Regular
2461,user2461@yandex.ru,,63,2024-04-09,22524,Regular
2462,user2462@yandex.ru,+79858079058,46,2026-08-03,5623,Premium
2463,user2463@yandex.ru,,35,2024-12-14,45486,Regular
651,user2464_invalid,+79398485742,63,2025-02-26,18913,Premium
2465,user2465@gmail.com,,25,2025-03-27,13460,Premium
2466,user2466@yandex.ru,+79218891969,27,2025-05-09,45741,VIP
2467,user2467_invalid,,20,2024-04-23,18392,Premium
2468,user2468@gmail.com,+79460059459,56,2024-11-12,1142,Regular
2469,user2469@yandex.ru,+79970489002,21,2025-08-01,18760,Regular
2470,,+79710341344,59,2023-03-03,18580,Premium
853,user2471@gmail.com,+79896176783,52,2024-02-22,30434,VIP
2472,user2472@gmail.com,+79456896366,55,2023-09-17,39855,VIP
2473,user2473@yandex.ru,+79254274461,45,2024-10-23,-4780,Regular
2474,user2474@gmail.com,+79830248428,29,2025-05-09,34204,Premium
2475,user2475@yandex.ru,+79120376547,57,2024-11-29,32793,Premium
2476,user2476@yandex.ru,+79726959932,999,2023-09-05,-1994,Regular
2477,user2477@yandex.ru,+79179017993,56,2023-04-05,43622,VIP
2478,user2478@gmail.com,+79702017168,44,2023-07-12,-5643,Regular
2479,user2479@yandex.ru,,-5,2025-05-10,44446,Premium
2480,user2480@gmail.com,,30,2025-06-25,6934,Regular
2481,@gmail.com,+79404553516,21,2024-10-27,12152,Regular
2482,user2482@gmail.com,+79341685921,27,2023-03-09,12459,Regular
2483,user2483@yandex.ru,+79599668671,150,2024-07-09,-6181,Regular
2484,user2484@gmail.com,+79480327893,61,2023-04-06,-4136,Regular
2485,user2485@yandex.ru,+79816836113,54,2024-07-17,4655,Regular
2486,user2486@yandex.ru,,36,2025-08-01,26671,VIP
2487,user2487@gmail.com,+79984925099,44,2025-07-18,-6128,Regular
2488,user2488@gmail.com,+79699397461,34,2023-12-12,7763,Premium
2489,user2489_invalid,,20,2023-01-11,122,Regular
2490,user2490@gmail.com,+79845616564,-5,2024-11-01,36348,Regular
2491,user2491@gmail.com,+79712389242,29,2024-07-08,45542,Regular
2492,user2492@yandex.ru,+79472568014,31,2024-06-10,16837,Premium
2493,user2493@gmail.com,+79829392850,64,2023-01-18,19495,Regular
2494,user2494@,,34,2024-01-18,-9748,Regular
2495,user2495@yandex.ru,,53,2023-01-10,46986,VIP
2496,user2496@gmail.com,+79631729512,57,2023-10-31,2184,Regular
2497,user2497@gmail.com,+79374208378,33,2025-07-04,42217,Regular
2498,user2498@yandex.ru,+79358974145,32,2023-09-21,32547,Premium
2499,user2499@gmail.com,+79960997445,999,2025-08-28,14330,Premium
2500,user2500@gmail.com,+79945183632,39,2024-06-09,12246,Premium
2501,user2501@gmail.com,,26,2024-09-18,-4902,Regular
2502,user2502@gmail.com,+79539623879,30,2023-08-07,13887,Premium
2503,user2503@yandex.ru,+79928373600,51,2024-07-23,37755,Regular
2504,user2504@yandex.ru,+79186502744,41,2025-01-30,32518,Regular
2505,user2505@gmail.com,+79724318575,32,2024-12-28,46799,VIP
2506,user2506@gmail.com,+79086613109,24,2024-09-05,1387,Regular
2507,user2507@yandex.ru,,23,2023-05-19,49887,Premium
2508,user2508@gmail.com,+79007659883,54,2024-02-15,31823,VIP
2509,user2509_invalid,+79510269201,40,2024-02-20,15508,Premium
2510,user2510@yandex.ru,+79499535272,40,2023-03-05,-1687,Regular
2511,user2511@gmail.com,+79747350516,45,2023-02-12,37096,VIP
2512,,+79553631824,46,2026-05-21,3157,Regular
2513,user2513@yandex.ru,+79546421128,44,2024-05-22,35433,Regular
357,user2514@gmail.com,+79723614296,36,2024-02-18,26140,Regular
2515,user2515@yandex.ru,+79420513040,64,2023-09-25,38521,VIP
2516,user2516@yandex.ru,+79476718861,50,2025-05-16,17144,Regular
2517,user2517@,,43,2024-04-25,32252,Regular
2518,,+79585944589,42,2024-07-18,31109,Premium
2519,user2519@yandex.ru,+79047209648,43,2023-04-22,21773,VIP
2520,user2520@yandex.ru,+79423764274,64,2024-01-30,3911,Regular
2521,user2521@yandex.ru,+79142803647,29,2025-03-02,12730,Premium
2522,user2522@gmail.com,+79885781165,39,2025-01-11,3856,Regular
2523,user2523@gmail.com,+79056243660,48,2024-04-02,19840,Regular
2524,user2524@gmail.com,,38,2024-11-25,35470,Premium
2525,user2525@yandex.ru,+79134453096,29,2024-08-24,41969,Premium
2526,user2526@yandex.ru,+79591686399,27,2025-04-30,28054,Premium
2527,,+79918645675,23,2025-03-17,39582,VIP
2528,user2528@yandex.ru,,53,2024-03-01,19788,Premium
2529,user2529@yandex.ru,+79440501044,22,2024-06-13,31152,Premium
2530,user2530@gmail.com,+79353644093,64,2023-04-15,41920,Premium
2531,,+79926791998,37,2025-01-20,4649,Regular
2532,user2532@yandex.ru,+79381329830,23,2024-03-07,12277,Regular
2533,user2533@yandex.ru,+79435775085,50,2025-03-08,-7538,Regular
2534,user2534@gmail.com,+79341275762,23,2024-01-09,10200,Premium
2535,user2535@gmail.com,+79778091289,22,2024-12-25,38658,Premium
2536,user2536@yandex.ru,+79328939631,57,2023-08-06,-4908,Regular
2537,user2537@yandex.ru,+79463237924,21,2025-11-25,15373,Premium
2538,user2538@yandex.ru,+79280125730,999,2023-10-07,4641,Regular
2539,user2539@yandex.ru,+79298591045,43,2024-09-10,7508,Regular
2540,user2540@yandex.ru,+79993381506,32,2025-07-20,47736,Regular
2541,user2541@yandex.ru,+79943856102,61,2023-11-06,-2150,Regular
1386,user2542_invalid,,23,2025-04-27,48519,Premium
2543,user2543@yandex.ru,+79922605478,42,2025-04-07,28894,Premium
2544,user2544@yandex.ru,,46,2023-08-06,35830,Premium
2545,user2545@gmail.com,+79081599866,56,2023-11-03,19361,Premium
2546,user2546@yandex.ru,+79303051725,47,2023-01-04,38049,VIP
2547,user2547@gmail.com,,27,2026-07-02,2847,Regular
2548,,+79314481711,46,2026-01-22,121,Regular
2549,user2549@yandex.ru,+79386277667,60,2023-12-18,18556,Premium
2550,user2550@yandex.ru,+79213325440,57,2025-03-22,1904,Regular
2551,user2551@yandex.ru,+79159156926,23,2023-03-31,28868,VIP
2552,user2552@yandex.ru,+79463445522,33,2024-10-13,-4014,Regular
2553,user2553@gmail.com,,999,2024-01-25,6680,Regular
2554,user2554@yandex.ru,,18,2023-09-27,-214,Regular
2555,user2555@yandex.ru,+79417908263,-5,2023-12-20,38589,Regular
2556,user2556@yandex.ru,+79161339659,20,2023-03-03,38548,Regular
2557,user2557@gmail.com,+79900810230,29,2023-02-01,-8807,Regular
2558,user2558@yandex.ru,+79153180473,26,2025-08-04,-6496,Regular
2559,user2559@yandex.ru,+79467474230,50,2024-12-06,26333,Premium
2560,user2560@yandex.ru,+79284751949,25,2025-08-05,15421,Premium
1249,user2561@gmail.com,+79436010578,52,2023-04-14,43847,VIP
2562,user2562@yandex.ru,+79217531950,25,2024-07-13,10924,Premium
2563,user2563@yandex.ru,+79115519119,25,2024-10-27,-5590,Regular
2564,user2564@gmail.com,+79471533266,150,2023-08-04,15140,Premium
2565,user2565@yandex.ru,+79017002227,41,2025-03-15,41596,Regular
2566,user2566@gmail.com,+79143648881,45,2023-01-03,47757,VIP
2567,user2567@yandex.ru,+79197449915,32,2024-06-05,12061,Regular
2568,user2568@gmail.com,+79088418914,30,2023-11-05,30301,Regular
2569,user2569@gmail.com,+79062530988,-5,2025-01-08,39240,VIP
2570,user2570@gmail.com,+79793272101,40,2026-06-20,31826,Regular
2571,user2571@yandex.ru,,52,2024-09-15,1086,Regular
2572,user2572@yandex.ru,+79112059275,39,2024-09-05,10362,Premium
2573,user2573@yandex.ru,+79167650025,33,2023-10-06,16858,Premium
2574,user2574@yandex.ru,,26,2025-01-22,29074,VIP
2575,user2575@yandex.ru,+79310841139,35,2024-12-30,41777,Premium
2576,user2576@gmail.com,+79181856743,33,2024-09-07,41623,VIP
2577,user2577@yandex.ru,,18,2023-09-21,7241,Premium
2578,user2578@gmail.com,+79721630697,-5,2024-03-05,39064,VIP
2579,user2579@gmail.com,+79807419556,26,2025-07-22,25901,Regular
2580,user2580@yandex.ru,+79646963059,34,2025-03-21,21983,VIP
2581,user2581@yandex.ru,+79518627409,25,2025-05-17,13036,Regular
2582,user2582@gmail.com,+79032943765,-5,2024-10-30,21593,Regular
2583,user2583@gmail.com,+79883777635,59,2023-09-19,26953,Regular
2584,user2584@yandex.ru,+79683174006,22,2024-09-20,19560,Regular
2585,user2585@gmail.com,+79799388950,46,2023-06-11,2978,Regular
2586,user2586@yandex.ru,,44,2023-06-09,805,Regular
2587,user2587@yandex.ru,+79643397772,54,2025-03-05,49200,Regular
2588,user2588@yandex.ru,+79913596645,54,2024-11-29,30508,Premium
2589,user2589@yandex.ru,,64,2024-06-30,34759,VIP
2590,user2590@gmail.com,+79204114683,51,2023-03-31,41783,Regular
2591,user2591@gmail.com,+79807525666,40,2023-01-12,-8968,Regular
2592,user2592@yandex.ru,+79666785052,37,2024-06-01,1593,Regular
2593,user2593@gmail.com,,39,2023-08-24,49662,Premium
2594,user2594@gmail.com,+79943530792,45,2025-04-08,16161,Regular
2595,user2595@yandex.ru,+79715222224,35,2023-08-25,43906,Premium
2596,user2596@,,999,2024-01-10,47561,Premium
2597,user2597@gmail.com,+79934289274,24,2023-11-21,-2051,Regular
2598,user2598@yandex.ru,+79503844537,24,2026-07-01,1054,Regular
2599,user2599@yandex.ru,,150,2025-01-04,11884,Premium
2600,user2600@yandex.ru,+79376500723,47,2023-08-05,6768,Premium
2601,user2601@yandex.ru,+79242008897,58,2024-02-18,3164,Regular
2602,user2602@gmail.com,+79488898963,44,2025-01-22,13410,Premium
2603,user2603@yandex.ru,+79766202205,64,2024-03-24,7154,Regular
2604,user2604@yandex.ru,+79103891699,22,2024-02-15,45891,VIP
2605,user2605@yandex.ru,+79867151099,57,2024-01-19,44134,Premium
2606,user2606@yandex.ru,+79630755753,150,2024-04-18,43513,VIP
2607,user2607@gmail.com,+79477453316,21,2023-08-09,45040,VIP
2608,user2608@gmail.com,+79665190545,999,2023-06-09,41008,Regular
2609,user2609@yandex.ru,+79343901420,58,2025-03-21,32550,Premium
2610,user2610@gmail.com,,39,2025-01-16,38816,Premium
2611,user2611@gmail.com,+79470556026,57,2024-04-27,38915,Premium
2612,user2612@gmail.com,,30,2023-10-29,29980,VIP
2613,user2613@yandex.ru,+79694037407,41,2023-06-04,-3386,Regular
2614,user2614@yandex.ru,,44,2023-12-28,49618,Regular
2615,user2615@,+79033539595,38,2025-02-17,25428,Premium
2616,,,22,2024-02-08,6911,Premium
2617,user2617@yandex.ru,+79876529962,23,2023-08-17,14281,Regular
2618,user2618@yandex.ru,+79054781402,25,2024-05-31,31314,Regular
2619,user2619@yandex.ru,+79995239281,20,2024-01-10,4652,Regular
2620,user2620@gmail.com,+79400558107,25,2024-03-20,34822,Premium
2621,user2621@yandex.ru,+79930602665,46,2025-11-01,46415,Regular
2622,user2622@yandex.ru,+79978233700,49,2024-03-03,48222,Regular
2623,,+79218943545,27,2023-08-13,888,Regular
2624,user2624@yandex.ru,+79156256438,47,2023-06-08,42772,Regular
2625,user2625@yandex.ru,,63,2024-01-24,14173,Regular
2626,user2626@yandex.ru,,41,2023-01-12,5624,Premium
2627,user2627@gmail.com,+79596821184,62,2024-06-02,18606,Regular
2628,user2628@gmail.com,+79423005938,52,2025-06-01,12219,Premium
2629,user2629_invalid,+79474633915,34,2023-10-06,45528,Premium
2630,user2630@gmail.com,,64,2025-03-28,1150,Regular
2631,user2631@yandex.ru,+79720965451,62,2023-09-25,33841,VIP
2632,user2632@gmail.com,+79587005475,56,2026-07-07,39491,VIP
2633,user2633@gmail.com,+79479342132,-5,2023-04-22,12637,Regular
2634,user2634@gmail.com,+79250785092,24,2023-03-17,37988,Premium
2635,user2635@gmail.com,+79039832789,61,2023-05-06,12276,Regular
2636,user2636@gmail.com,,51,2024-07-20,-2881,Regular
2637,user2637@yandex.ru,+79845866460,999,2024-09-10,24085,Premium
2638,user2638@yandex.ru,+79768137616,34,2023-09-29,40830,Premium
2639,user2639@gmail.com,+79831539235,48,2024-10-27,3340,Regular
2640,user2640@yandex.ru,+79363688109,27,2024-02-04,36027,Premium
2641,user2641@yandex.ru,+79534021530,43,2025-04-02,20653,Regular
2642,user2642@yandex.ru,+79328322376,27,2024-01-23,17409,Premium
2643,user2643@gmail.com,+79293650707,-5,2024-02-23,41848,Premium
2644,user2644@yandex.ru,+79785851878,-5,2023-09-25,31052,Regular
2645,user2645@yandex.ru,+79036398898,32,2024-10-22,46925,Regular
2646,user2646@gmail.com,+79914766420,20,2025-12-10,14387,Regular
2647,user2647@yandex.ru,,35,2023-11-24,29812,VIP
2648,user2648@yandex.ru,,30,2025-06-28,24466,Regular
2649,user2649@gmail.com,+79659986834,39,2024-03-20,22546,Regular
2650,user2650@gmail.com,+79752332946,64,2024-08-09,44366,VIP
2651,user2651@yandex.ru,+79204224857,30,2023-09-05,24955,VIP
2652,user2652@yandex.ru,+79140251450,34,2024-03-16,8602,Regular
2653,user2653@yandex.ru,+79404589839,43,2023-06-15,13148,Regular
2654,user2654@yandex.ru,+79452938661,25,2024-01-18,44897,VIP
2051,user2655@gmail.com,,30,2023-11-09,825,Regular
2656,@gmail.com,,27,2023-06-15,24992,VIP
2657,user2657@gmail.com,+79709278390,44,2023-12-02,10447,Premium
2658,user2658@gmail.com,+79505825784,47,2025-08-29,408,Regular
2659,user2659@gmail.com,+79446830221,57,2024-05-02,3907,Regular
2660,user2660@yandex.ru,+79598791397,42,2023-11-09,26831,VIP
2661,user2661@yandex.ru,,18,2024-10-29,47612,Premium
2662,user2662@gmail.com,+79865982338,49,2024-02-29,14974,Premium
2663,user2663@gmail.com,+79617377568,999,2024-09-07,14815,Premium
2664,user2664@yandex.ru,,48,2025-01-29,11543,Regular
2665,user2665@gmail.com,+79350507791,26,2023-01-18,18117,Premium
2666,user2666@yandex.ru,+79572217225,37,2023-02-11,9726,Regular
2667,user2667@gmail.com,+79147259633,-5,2023-10-23,43084,Premium
2668,user2668@yandex.ru,,-5,2024-11-23,9742,Regular
2669,user2669@gmail.com,+79511789448,999,2023-01-04,39194,VIP
2670,user2670@gmail.com,+79974615442,46,2023-03-24,16966,Regular
2671,user2671@yandex.ru,+79716408022,47,2023-12-19,2134,Regular
2672,user2672@gmail.com,+79817140571,999,2025-06-22,3796,Regular
2673,user2673@yandex.ru,,41,2023-02-05,1717,Regular
2674,user2674@yandex.ru,,39,2023-12-29,-5855,Regular
2675,user2675@yandex.ru,+79189330936,60,2023-12-10,26531,Premium
2676,user2676@gmail.com,,27,2023-04-20,43289,Regular
2677,user2677@yandex.ru,+79160742323,36,2025-09-05,46113,Regular
2678,user2678@gmail.com,+79085276329,29,2025-06-26,12101,Premium
2679,user2679@gmail.com,,42,2025-03-09,34500,Premium
2680,user2680@gmail.com,+79061956893,20,2024-04-10,23254,Premium
2681,user2681@yandex.ru,,61,2023-04-02,30893,VIP
2682,user2682@yandex.ru,+79646194198,22,2025-04-10,44291,Premium
2683,user2683@gmail.com,+79626174106,999,2023-04-15,31260,VIP
2684,user2684@gmail.com,+79770726143,23,2024-10-18,36105,VIP
2685,user2685@gmail.com,+79379756345,34,2023-08-13,49028,Premium
2686,user2686@yandex.ru,+79943926478,55,2024-07-09,19629,Premium
2687,user2687@gmail.com,+79703111136,29,2024-01-01,4132,Regular
2688,user2688@gmail.com,+79745311094,24,2024-02-04,14100,Regular
2689,user2689@yandex.ru,+79942322622,42,2025-01-18,28829,Premium
2690,@gmail.com,+79683761213,34,2023-07-28,39387,Regular
2691,user2691@yandex.ru,,28,2025-05-07,31430,Regular
2692,user2692@yandex.ru,+79981639724,150,2023-09-05,13658,Premium
2693,user2693@yandex.ru,+79631781279,47,2023-02-21,4761,Regular
2694,user2694@gmail.com,,26,2023-12-23,32331,Regular
2695,user2695@yandex.ru,+79770040190,58,2024-07-29,-2106,Regular
2696,user2696@gmail.com,+79382553095,34,2024-01-14,28026,Regular
2697,user2697@gmail.com,+79570497551,43,2023-12-27,47462,Regular
2698,,+79079292638,-5,2024-05-04,21890,Regular
2699,user2699@gmail.com,+79868704426,57,2023-02-22,29069,VIP
2700,user2700@yandex.ru,+79975592922,50,2025-08-22,13031,Premium
2701,,+79679673444,35,2023-02-16,31157,VIP
2702,user2702@yandex.ru,+79448928346,59,2023-05-01,30212,Premium
2703,user2703@yandex.ru,+79427712807,39,2023-01-22,19266,Regular
2704,user2704@gmail.com,+79637065779,19,2025-07-19,3938,Regular
2705,user2705@yandex.ru,+79857705812,34,2025-08-29,17255,Regular
2706,user2706@gmail.com,+79996411873,39,2023-05-22,42959,Premium
2707,user2707@gmail.com,,57,2025-07-29,23208,Premium
2708,user2708@yandex.ru,+79143633324,41,2024-02-19,30253,Premium
2709,user2709@,+79107585877,20,2023-10-03,26354,Premium
2710,user2710@yandex.ru,+79013243353,36,2024-02-14,5339,Regular
2711,user2711@gmail.com,+79166293749,46,2023-04-12,10884,Premium
2712,user2712@yandex.ru,+79785887831,60,2024-09-29,10136,Regular
2713,user2713@gmail.com,+79059455204,43,2023-08-30,7148,Regular
2714,user2714@gmail.com,,999,2025-08-13,-5629,Regular
2715,user2715@gmail.com,+79669083076,20,2023-04-17,29730,Premium
2716,user2716@yandex.ru,+79847194218,58,2023-07-05,5611,Regular
2717,user2717_invalid,+79803088949,50,2025-01-07,21556,Premium
2718,,+79322843741,32,2024-09-29,4682,Regular
2719,user2719@gmail.com,+79471649193,37,2025-05-03,9718,Premium
2720,user2720@gmail.com,+79108928006,64,2023-04-17,39040,VIP
2721,user2721@gmail.com,,34,2023-06-12,46000,Premium
2722,user2722@gmail.com,,57,2025-06-29,35662,Premium
2723,user2723@gmail.com,+79702711875,37,2025-05-02,42951,VIP
2724,user2724@gmail.com,,150,2023-09-10,33557,Regular
2725,user2725@yandex.ru,+79190239259,34,2025-08-07,-6733,Regular
2726,user2726@gmail.com,+79587112196,-5,2023-10-05,11169,Premium
